ID;Sorting_completed_YN;Sorting_house;Sorting_house_wish;age;occupation;gender;Country_C_G_O;Bravery;Hardwork;Intelligence;Ambition;Daring;Dedication;Knowledge;Cunning;Extraverted;Agreeable;Clever;Manipulative;SD3_Machiavellianism;SD3_Narcissism;SD3_Psychopathy;IPIP_Extraversion;IPIP_Agreeableness;IPIP_Conscientiousness;IPIP_EmStability;IPIP_Intellect;PVQ_01;PVQ_02;PVQ_03;PVQ_04;PVQ_05;PVQ_06;PVQ_07;PVQ_08;PVQ_09;PVQ_10;PVQ_11;PVQ_12;PVQ_13;PVQ_14;PVQ_15;PVQ_16;PVQ_17;PVQ_18;PVQ_19;PVQ_20;PVQ_21;PVQ_22;PVQ_23;PVQ_24;PVQ_25;PVQ_26;PVQ_27;PVQ_28;PVQ_29;PVQ_30;PVQ_31;PVQ_32;PVQ_33;PVQ_34;PVQ_35;PVQ_36;PVQ_37;PVQ_38;PVQ_39;PVQ_40;PVQ_41;PVQ_42;PVQ_43;PVQ_44;PVQ_45;PVQ_46;PVQ_47;PVQ_48;PVQ_49;PVQ_50;PVQ_51;PVQ_52;PVQ_53;PVQ_54;PVQ_55;PVQ_56;PVQ_57 
247;No;Slytherin;Slytherin;19;Student;Male;Others;Gryffindor;Ravenclaw;Gryffindor;Ravenclaw;Slytherin;Ravenclaw;Gryffindor;Slytherin;Hufflepuff;Hufflepuff;Gryffindor;Slytherin;26;24;28;22;42;33;20;43;4;4;5;3;5;2;3;2;3;5;4;3;3;6;1;5;4;1;5;2;0;3;5;3;4;5;5;4;1;3;2;1;1;6;4;5;6;4;4;1;1;1;5;1;2;5;5;4;3;3;2;6;2;3;4;4;5
263;Yes;Ravenclaw;Ravenclaw;19;Employed;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;31;32;24;30;47;44;28;50;6;5;4;6;5;2;2;6;6;1;5;1;6;6;1;6;6;4;5;4;1;1;6;4;4;5;6;4;1;5;1;5;5;6;2;5;5;5;6;4;1;2;6;3;5;1;1;4;6;4;4;6;2;5;6;6;6
307;Yes;Hufflepuff;Gryffindor;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Gryffindor;Slytherin;22;26;10;38;42;32;38;46;6;5;6;5;6;3;5;6;6;5;6;2;5;6;5;6;6;3;5;3;5;4;6;4;5;6;6;4;2;6;5;4;2;6;5;6;6;4;6;2;2;5;6;1;5;4;5;6;3;5;4;5;5;4;5;6;4
339;Yes;Hufflepuff;Hufflepuff;19;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;33;27;21;27;28;31;38;41;5;5;6;5;5;4;2;4;4;2;6;4;5;6;4;5;4;2;5;4;0;3;5;4;5;5;6;3;4;5;4;5;2;6;2;6;6;4;4;2;3;3;4;2;4;5;6;5;5;2;4;5;5;5;6;5;4
361;Yes;Hufflepuff;Hufflepuff;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;19;10;9;17;48;36;25;32;3;4;5;6;6;3;6;5;2;2;6;3;4;6;5;4;3;1;5;2;1;6;3;4;6;4;6;2;3;2;4;2;1;6;3;5;6;6;4;1;1;4;1;1;3;2;6;1;4;2;6;6;5;4;6;3;6
364;Yes;Gryffindor;Hufflepuff;19;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;23;21;10;20;39;39;37;42;6;6;3;6;5;2;5;5;4;5;6;3;5;6;6;4;5;4;2;4;4;6;3;3;6;4;6;2;1;3;5;4;1;6;4;4;6;4;5;1;1;5;3;1;5;2;6;2;4;4;6;6;5;6;6;5;6
389;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;20;19;18;31;48;33;16;40;5;6;5;6;6;5;5;6;5;6;6;3;5;5;4;6;3;3;6;3;5;6;6;4;6;5;6;5;3;5;5;4;1;5;6;6;6;6;5;2;4;4;5;1;6;5;6;5;5;5;6;6;4;5;6;6;6
396;Yes;Slytherin;Slytherin;19;Student;Female;Croatia;Gryffindor;Slytherin;Slytherin;Gryffindor;Gryffindor;Gryffindor;Slytherin;Slytherin;Gryffindor;Ravenclaw;Slytherin;Slytherin;42;41;26;24;23;22;17;21;5;5;5;3;1;6;1;6;6;6;5;6;5;5;1;6;6;4;4;6;3;3;6;6;6;6;4;6;5;5;1;6;5;3;4;6;6;4;4;6;6;3;4;5;6;5;5;6;6;5;2;5;3;2;4;6;3
413;Yes;Gryffindor;Gryffindor;19;Student;Female;Croatia;Gryffindor;Gryffindor;Ravenclaw;Gryffindor;Slytherin;Gryffindor;Ravenclaw;Slytherin;Slytherin;Gryffindor;Gryffindor;Slytherin;22;12;14;19;44;26;12;23;2;3;2;5;4;1;5;3;5;2;6;2;2;6;6;3;2;2;6;2;1;6;3;5;6;3;6;1;1;2;5;2;4;5;2;2;6;6;2;2;1;4;2;1;2;1;6;2;6;3;6;6;6;3;6;3;2
419;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;41;37;19;48;22;28;45;46;6;6;6;3;4;6;2;1;3;3;4;5;3;6;2;6;6;1;5;6;2;1;6;3;4;6;6;6;5;6;1;5;1;2;6;6;6;2;6;5;5;1;6;4;2;6;2;6;3;6;2;5;4;1;2;6;2
464;Yes;Hufflepuff;Hufflepuff;19;Student;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;19;34;45;31;44;35;12;48;6;5;4;3;3;1;6;6;3;6;6;3;5;5;5;6;6;3;4;2;4;2;6;3;6;6;6;2;1;3;3;5;1;4;5;5;6;5;5;2;1;3;5;1;5;4;6;6;6;6;5;6;5;4;6;6;6
467;Yes;Gryffindor;Gryffindor;19;Student;Female;Croatia;Gryffindor;Hufflepuff;Hufflepuff;Gryffindor;Slytherin;Ravenclaw;Gryffindor;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;33;24;14;31;43;46;36;40;6;5;6;6;6;3;4;6;5;6;6;3;6;6;3;6;6;2;6;4;4;5;6;4;6;6;6;6;3;6;3;6;2;6;5;6;6;6;6;3;3;4;6;1;6;6;5;5;3;5;5;6;4;4;6;6;6
469;Yes;Ravenclaw;Hufflepuff;19;Student;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Hufflepuff;Slytherin;33;31;19;32;49;37;28;48;6;5;5;5;6;4;2;6;6;6;6;4;6;6;5;6;6;3;6;4;5;3;6;5;6;6;6;6;5;6;4;5;1;6;6;6;6;6;6;6;4;4;6;4;6;6;5;5;6;6;2;6;4;5;6;6;6
489;No;Gryffindor;Gryffindor;19;Student;Male;Croatia;Gryffindor;Ravenclaw;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Hufflepuff;Slytherin;25;35;22;40;46;25;35;46;5;3;6;6;6;1;6;4;1;4;6;1;2;6;3;5;5;1;5;3;0;5;5;3;6;5;6;5;3;4;2;3;1;6;3;6;6;6;4;1;1;2;6;1;2;6;6;3;2;2;4;6;1;3;5;5;5
505;No;Hufflepuff;Gryffindor;19;Student;Female;Croatia;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Slytherin;27;16;14;17;38;32;13;26;3;3;4;5;5;3;2;4;5;2;5;2;2;5;5;5;3;5;5;4;4;5;5;3;5;5;5;4;4;3;4;3;5;4;3;4;5;5;4;4;3;4;5;3;4;3;5;5;5;4;5;5;5;3;5;5;5
544;Yes;Gryffindor;Hufflepuff;19;Student;Female;Croatia;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;25;16;20;30;34;31;27;39;5;4;4;6;5;3;6;6;4;3;2;2;3;6;4;5;4;3;5;2;5;6;5;5;4;3;4;4;2;3;2;3;3;5;1;5;5;5;5;2;2;2;4;2;6;3;3;4;6;2;5;6;4;5;4;5;6
545;Yes;Gryffindor;Slytherin;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;27;26;19;32;42;29;19;38;6;4;4;3;4;2;3;4;2;5;4;3;6;6;2;6;6;1;3;4;2;2;6;4;4;5;5;4;3;4;3;5;1;6;4;4;5;6;6;3;4;3;5;1;3;2;2;5;4;3;4;5;4;4;3;5;6
546;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;23;29;20;45;40;39;35;46;6;3;6;4;4;2;3;6;3;6;6;4;5;6;2;6;6;2;6;4;5;3;6;4;6;6;6;6;2;6;1;4;2;6;3;6;5;4;6;2;2;2;6;3;4;4;3;4;3;3;2;5;2;2;6;6;6
553;Yes;Slytherin;Ravenclaw;19;Student;Male;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Slytherin;Gryffindor;Gryffindor;Slytherin;38;36;29;33;40;40;24;46;6;5;5;5;5;2;3;6;2;6;5;3;5;5;4;6;6;5;4;3;0;5;6;4;5;6;6;6;4;5;6;5;4;4;5;6;5;5;6;5;3;4;6;2;4;6;4;5;2;6;5;6;2;4;6;5;6
566;Yes;Hufflepuff;Ravenclaw;19;Student;Female;Croatia;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;20;19;14;29;45;45;23;28;5;6;5;6;6;2;6;3;4;3;6;1;5;6;5;5;5;2;5;3;3;5;5;2;6;5;5;3;2;5;5;4;2;6;5;6;6;5;5;4;1;5;4;1;5;5;5;3;3;6;5;6;5;6;6;6;6
584;Yes;Ravenclaw;Ravenclaw;19;Student;Male;Croatia;Gryffindor;Ravenclaw;Ravenclaw;Ravenclaw;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;32;21;26;21;36;31;17;49;5;4;5;6;6;4;5;3;5;6;6;3;2;6;4;5;4;1;6;2;0;3;6;3;6;5;5;2;2;4;2;3;1;5;3;4;6;5;5;1;4;3;4;1;2;3;4;4;4;3;5;6;5;5;5;6;6
589;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;29;24;16;34;41;34;21;43;5;6;6;6;6;3;3;5;6;4;6;2;6;6;3;6;6;4;6;3;3;5;6;4;6;6;6;5;2;3;3;5;3;5;6;6;6;4;4;5;1;3;6;2;4;5;6;6;5;5;5;6;5;5;6;6;6
613;Yes;Ravenclaw;Hufflepuff;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;24;18;18;21;42;32;31;41;5;6;4;6;6;3;6;3;4;3;6;1;3;5;5;4;4;2;4;3;3;5;6;3;6;5;6;2;2;3;6;3;2;5;3;6;6;4;4;1;4;6;2;2;3;2;5;5;4;3;6;6;6;4;6;5;5
625;Yes;Gryffindor;Ravenclaw;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;27;24;17;32;40;33;24;42;4;5;4;5;6;4;5;4;4;3;5;3;4;6;4;5;6;2;4;3;3;3;6;4;6;3;5;4;2;4;3;5;3;6;4;4;6;3;5;4;4;3;4;2;4;3;4;5;4;2;4;6;3;4;5;6;4
629;Yes;Gryffindor;Ravenclaw;19;Employed;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;38;36;31;29;42;30;16;43;6;4;5;4;4;2;2;3;5;6;6;3;3;5;4;6;6;1;5;3;0;6;6;6;6;4;6;4;3;3;3;6;1;5;2;4;4;2;3;1;3;2;3;3;3;4;6;6;6;3;5;6;3;2;4;6;4
638;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;29;28;16;33;41;34;24;45;5;5;4;5;5;4;3;5;4;3;4;3;5;5;5;5;5;2;4;3;3;4;5;4;4;5;4;3;3;3;4;5;2;5;5;4;4;4;5;4;3;5;4;1;4;3;4;5;4;4;5;5;5;4;4;5;4
639;Yes;Hufflepuff;Hufflepuff;19;Unemployed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;24;22;16;20;41;33;26;38;5;4;3;5;6;2;5;4;3;3;6;1;2;6;5;4;4;3;4;1;3;4;6;3;5;3;4;1;2;2;3;1;2;5;4;4;6;5;3;2;2;4;3;1;3;2;6;4;4;3;6;6;5;4;6;4;5
642;Yes;Hufflepuff;Hufflepuff;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;26;19;16;29;46;40;16;40;5;6;3;6;4;2;5;4;4;3;5;3;4;6;6;5;4;1;4;2;4;3;6;4;4;4;6;2;1;4;6;3;1;6;5;6;5;5;6;2;1;6;5;2;4;2;3;4;4;4;5;6;6;4;3;6;6
654;Yes;Gryffindor;Ravenclaw;19;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;27;24;27;24;41;41;21;37;6;3;5;5;4;4;3;3;6;6;6;4;4;5;4;5;4;4;5;5;0;5;6;6;6;6;6;5;5;6;5;3;2;4;3;6;6;6;6;2;4;3;6;4;5;4;6;6;6;4;6;6;5;6;5;6;4
659;Yes;Slytherin;Slytherin;19;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;38;24;29;18;27;26;23;31;4;2;5;5;2;3;2;2;4;4;2;2;3;4;2;6;2;2;3;4;2;2;5;6;4;4;4;2;5;6;2;3;1;2;2;2;2;3;2;1;2;2;5;3;3;3;4;3;5;2;3;2;2;3;1;6;5
663;Yes;Ravenclaw;Gryffindor;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;19;17;12;23;42;47;30;47;5;6;5;6;5;3;6;5;3;5;4;1;3;6;4;4;4;4;5;2;3;4;5;2;5;5;4;4;1;6;3;1;3;6;5;4;6;6;6;4;1;4;5;1;6;4;4;3;4;4;6;6;2;4;5;5;6
664;Yes;Slytherin;Slytherin;19;Student;Female;Others;Gryffindor;Slytherin;Slytherin;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Gryffindor;31;26;27;32;26;32;25;42;4;5;4;5;6;5;4;5;6;4;6;4;5;6;5;6;6;5;5;5;2;4;6;4;6;5;6;5;4;5;5;6;5;4;6;6;3;4;6;3;2;4;6;4;4;6;4;6;6;5;3;3;5;2;5;5;4
666;Yes;Gryffindor;Gryffindor;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;31;22;20;18;38;44;30;26;6;5;5;5;6;5;5;5;6;6;6;4;5;6;6;6;6;4;5;4;5;4;6;5;6;6;6;5;4;6;6;5;4;6;5;6;6;6;6;5;4;6;5;4;5;5;5;6;5;4;5;6;5;6;6;6;6
676;Yes;Ravenclaw;Hufflepuff;19;Student;Male;Others;Gryffindor;Ravenclaw;Ravenclaw;Hufflepuff;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;23;22;19;26;35;34;30;32;4;6;5;4;4;3;3;3;4;3;4;3;5;5;5;4;5;3;3;4;0;3;5;4;4;5;4;2;2;3;5;4;3;5;5;6;4;2;6;2;3;5;4;3;3;4;3;3;3;4;3;4;5;3;3;4;5
678;Yes;Gryffindor;Ravenclaw;19;Employed;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Hufflepuff;Slytherin;Hufflepuff;Ravenclaw;Slytherin;20;18;15;13;31;30;26;27;4;5;5;6;5;4;5;5;3;4;5;3;3;6;5;5;5;3;5;3;4;5;4;2;5;4;6;5;2;3;4;3;1;5;4;5;6;5;5;3;2;5;5;1;5;4;4;4;4;2;6;6;4;4;5;5;5
688;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;28;23;20;25;44;39;34;40;5;4;4;4;3;1;5;4;2;3;6;3;4;6;5;5;5;1;5;3;2;2;5;3;6;3;6;1;1;3;5;5;1;6;4;5;4;4;5;2;1;6;4;1;2;2;4;4;3;3;3;6;3;1;5;6;6
693;Yes;Hufflepuff;Hufflepuff;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;33;21;21;18;35;29;23;39;5;6;5;3;5;2;5;6;5;2;4;3;4;6;4;5;3;3;4;3;5;2;6;2;5;5;6;6;2;3;3;3;3;5;5;5;6;5;4;3;2;4;5;3;5;5;4;5;4;5;3;6;2;4;4;4;5
706;Yes;Hufflepuff;Hufflepuff;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;15;13;10;19;45;34;28;45;4;6;3;6;6;2;5;6;4;2;6;2;6;6;5;5;3;3;6;2;6;6;4;1;6;3;6;4;1;3;5;2;5;6;5;4;6;6;4;6;1;5;4;1;6;4;6;1;3;6;5;6;4;5;6;4;6
720;Yes;Hufflepuff;Hufflepuff;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;13;12;14;14;45;29;27;44;6;5;6;6;6;5;6;6;5;6;6;1;4;6;4;6;4;4;6;2;4;4;6;4;6;5;6;5;1;5;5;4;6;6;4;5;6;6;6;5;2;4;5;1;5;5;5;2;3;3;4;6;5;5;6;6;6
721;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;28;28;15;30;46;44;17;46;6;6;6;6;6;1;6;6;6;6;6;1;3;6;6;6;6;6;6;1;6;6;6;4;6;6;6;6;1;6;6;6;6;6;6;6;6;6;5;6;1;6;6;1;6;6;5;6;4;6;6;6;6;6;6;6;6
724;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;24;19;17;29;44;43;22;44;6;4;3;6;5;2;1;3;3;4;4;1;3;4;6;5;5;5;6;4;2;4;6;3;5;5;6;3;1;3;6;2;6;5;3;3;5;6;5;5;1;6;4;1;3;3;4;3;3;3;5;5;6;3;5;5;6
734;Yes;Slytherin;Slytherin;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;34;25;19;41;41;37;44;44;6;5;6;5;5;4;5;5;6;5;5;3;4;6;5;6;5;2;6;2;2;5;6;5;5;3;6;6;4;5;5;5;6;5;5;6;6;6;6;4;5;5;5;2;3;6;4;6;6;4;5;5;2;6;6;6;6
743;Yes;Hufflepuff;Slytherin;19;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;35;26;26;40;30;25;40;24;5;2;5;3;3;3;3;3;4;4;5;4;5;5;5;6;5;5;4;6;4;4;6;5;5;5;5;4;4;5;4;5;4;5;5;5;4;5;6;4;4;5;4;5;4;4;4;5;6;5;5;4;4;4;5;5;5
769;Yes;Gryffindor;Gryffindor;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;30;31;32;42;32;27;24;44;5;5;6;2;5;2;6;4;2;4;5;2;5;5;2;6;5;3;4;4;2;1;5;2;4;4;4;5;2;2;2;5;3;5;5;6;6;4;4;5;1;4;6;2;4;6;4;5;2;6;2;5;2;5;5;5;5
784;Yes;Slytherin;Slytherin;19;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;36;22;29;21;38;36;22;34;6;5;6;5;3;4;2;4;6;5;5;4;5;4;2;5;5;3;5;4;0;2;5;5;6;5;6;4;5;4;1;5;2;4;5;5;4;4;4;3;4;2;4;2;4;3;4;6;6;5;3;6;5;4;4;5;3
789;Yes;Gryffindor;Gryffindor;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;36;26;26;26;27;36;23;39;4;3;6;5;2;5;1;5;5;6;6;6;5;3;3;5;3;2;6;6;4;3;5;5;5;6;6;4;6;6;6;6;3;4;3;6;4;3;4;5;6;3;6;2;3;6;5;6;4;4;3;3;6;2;6;4;1
791;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;28;31;24;37;34;30;28;42;6;5;4;3;5;3;3;5;4;2;4;3;2;6;2;6;4;2;4;3;4;2;6;3;5;4;5;3;3;2;2;4;3;5;5;5;6;4;5;1;3;3;4;1;4;5;4;5;3;4;1;6;3;2;4;5;5
799;Yes;Gryffindor;Ravenclaw;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;27;24;20;28;38;38;32;39;5;5;5;3;5;4;4;6;5;5;5;3;5;5;4;5;5;3;4;4;4;3;5;4;5;5;5;5;3;3;3;4;3;5;4;6;6;5;5;4;3;3;6;2;6;5;4;4;4;3;4;5;2;4;3;6;6
801;Yes;Hufflepuff;Hufflepuff;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;18;16;18;12;42;31;15;32;4;5;6;6;6;2;6;5;5;4;6;2;4;6;2;5;3;5;6;2;4;6;5;5;6;6;6;5;1;5;2;5;5;6;5;5;6;6;5;5;1;5;4;1;3;5;6;5;5;5;6;6;5;5;5;6;6
807;Yes;Gryffindor;Gryffindor;19;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;20;23;17;42;45;39;32;40;6;3;5;5;6;5;6;4;3;4;6;2;3;6;5;6;6;1;5;3;3;4;6;5;6;4;6;2;2;3;5;4;1;5;4;4;6;4;5;2;5;5;2;1;4;3;4;4;3;2;2;6;4;2;5;5;5
809;Yes;Hufflepuff;Hufflepuff;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;28;15;14;17;43;40;18;45;4;6;4;6;5;3;4;6;6;3;5;1;6;5;3;6;6;5;6;2;6;5;5;5;6;6;6;2;1;5;5;4;4;5;5;5;5;6;4;3;4;4;2;1;6;2;5;4;6;4;6;6;4;5;4;6;4
830;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Ravenclaw;Hufflepuff;Ravenclaw;Slytherin;21;17;22;46;40;35;27;45;5;5;4;3;5;2;6;6;4;5;6;2;3;6;3;6;3;2;6;2;5;6;6;2;6;3;6;5;1;6;4;3;1;6;4;6;6;5;4;1;1;3;6;1;6;5;5;4;3;4;5;6;2;6;6;6;5
844;Yes;Ravenclaw;Ravenclaw;19;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;26;18;16;22;37;30;19;40;4;4;4;3;6;2;5;5;4;4;5;1;5;5;3;5;4;1;5;2;4;3;5;2;5;5;4;3;2;5;2;4;1;5;4;5;6;4;4;1;3;4;4;2;4;2;4;3;3;3;3;6;4;3;3;5;5
