ID;Sorting_completed_YN;Sorting_house;Sorting_house_wish;age;occupation;gender;Country_C_G_O;Bravery;Hardwork;Intelligence;Ambition;Daring;Dedication;Knowledge;Cunning;Extraverted;Agreeable;Clever;Manipulative;SD3_Machiavellianism;SD3_Narcissism;SD3_Psychopathy;IPIP_Extraversion;IPIP_Agreeableness;IPIP_Conscientiousness;IPIP_EmStability;IPIP_Intellect;PVQ_01;PVQ_02;PVQ_03;PVQ_04;PVQ_05;PVQ_06;PVQ_07;PVQ_08;PVQ_09;PVQ_10;PVQ_11;PVQ_12;PVQ_13;PVQ_14;PVQ_15;PVQ_16;PVQ_17;PVQ_18;PVQ_19;PVQ_20;PVQ_21;PVQ_22;PVQ_23;PVQ_24;PVQ_25;PVQ_26;PVQ_27;PVQ_28;PVQ_29;PVQ_30;PVQ_31;PVQ_32;PVQ_33;PVQ_34;PVQ_35;PVQ_36;PVQ_37;PVQ_38;PVQ_39;PVQ_40;PVQ_41;PVQ_42;PVQ_43;PVQ_44;PVQ_45;PVQ_46;PVQ_47;PVQ_48;PVQ_49;PVQ_50;PVQ_51;PVQ_52;PVQ_53;PVQ_54;PVQ_55;PVQ_56;PVQ_57 
966;Yes;Hufflepuff;Hufflepuff;26;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;37;22;16;11;44;38;34;42;3;5;4;4;6;1;2;5;4;2;6;2;4;6;1;6;6;1;5;2;2;4;6;4;6;6;6;2;3;5;5;4;2;6;3;5;4;4;4;4;2;2;2;1;4;4;4;6;4;4;2;6;5;3;4;6;6
969;Yes;Hufflepuff;Hufflepuff;26;Unemployed;Female;Others;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Hufflepuff;Ravenclaw;Gryffindor;Slytherin;14;12;12;11;37;36;16;36;4;4;3;5;5;1;1;5;6;3;5;1;5;4;5;6;4;2;5;1;4;4;5;3;6;6;6;1;1;3;5;2;2;5;3;6;6;6;4;3;1;5;3;1;6;3;3;2;6;2;6;6;6;4;4;6;3
974;Yes;Slytherin;Gryffindor;26;Student;Female;Others;Gryffindor;Ravenclaw;Slytherin;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Slytherin;Slytherin;29;12;10;10;29;44;47;50;4;5;3;2;4;1;4;5;2;2;4;1;4;5;6;5;6;4;5;2;5;2;4;4;5;6;6;1;1;5;6;5;5;6;5;5;6;6;6;5;1;6;5;1;5;2;3;4;2;4;2;5;4;6;5;5;5
3;Yes;Gryffindor;Ravenclaw;27;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;19;23;19;34;46;30;25;48;5;2;3;4;4;2;5;4;5;6;6;1;3;5;2;5;5;2;5;1;3;3;6;2;6;3;6;6;2;5;2;3;2;6;2;4;4;5;5;2;2;2;5;1;4;3;5;5;5;2;2;4;2;3;5;5;5
6;Yes;Ravenclaw;Ravenclaw;27;Employed;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Gryffindor;Slytherin;25;19;13;32;44;33;35;38;6;2;4;4;5;3;5;6;4;3;6;2;4;6;4;4;4;2;6;2;4;3;5;3;6;4;5;2;2;3;4;3;3;6;2;4;5;3;5;3;3;4;5;2;6;3;5;2;3;2;3;5;3;3;6;5;4
16;Yes;Hufflepuff;Hufflepuff;27;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;23;16;17;19;36;35;37;31;4;6;4;3;5;4;5;6;6;3;4;5;6;5;2;5;4;2;3;5;6;3;4;3;5;6;5;3;4;4;5;5;1;5;6;5;6;5;4;1;3;5;5;4;6;2;1;4;6;6;3;6;4;2;4;5;5
19;No;Gryffindor;Ravenclaw;27;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Ravenclaw;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;25;23;20;22;35;33;25;32;5;6;5;5;4;5;4;5;5;4;6;2;6;4;6;6;6;4;5;5;5;5;5;4;5;5;6;4;2;6;5;4;1;4;4;5;5;4;5;4;4;4;5;4;5;3;4;4;3;4;5;4;5;3;5;6;4
24;Yes;Ravenclaw;Gryffindor;27;Student;Female;Germany;Gryffindor;Hufflepuff;Slytherin;Ravenclaw;Hufflepuff;Hufflepuff;Ravenclaw;Ravenclaw;Hufflepuff;Gryffindor;Slytherin;Slytherin;24;15;16;16;44;29;32;37;6;3;2;5;5;2;5;4;2;3;5;1;2;5;3;5;3;2;5;2;2;3;6;2;5;4;6;2;1;6;2;3;1;6;2;3;3;2;6;1;2;2;2;1;3;3;5;5;2;2;4;5;4;4;5;5;5
29;Yes;Hufflepuff;Gryffindor;27;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;29;18;16;25;42;39;32;35;4;5;4;5;5;5;3;3;4;2;5;2;5;5;4;6;6;4;5;3;2;4;6;2;5;5;6;3;1;5;4;4;2;5;4;5;5;4;6;3;3;4;6;1;3;4;3;3;5;4;5;5;3;5;5;6;5
31;Yes;Slytherin;Gryffindor;27;Student;Female;Croatia;Gryffindor;Ravenclaw;Gryffindor;Slytherin;Slytherin;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;30;28;18;38;41;39;30;34;4;5;5;4;5;3;3;5;5;4;5;3;5;4;4;5;5;3;4;4;4;3;5;4;5;5;5;3;4;5;4;4;3;4;5;6;5;5;4;3;4;4;5;4;5;4;4;4;5;5;4;5;5;3;4;5;4
38;No;Slytherin;Ravenclaw;27;Student;Male;Germany;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;27;21;18;27;38;32;44;44;5;2;5;2;6;3;6;5;5;5;5;4;5;6;1;6;6;1;2;1;0;5;6;3;5;4;5;4;4;6;3;5;1;6;1;5;6;5;5;1;2;1;5;1;4;4;5;4;4;1;3;6;4;2;5;6;6
50;No;Ravenclaw;Ravenclaw;27;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;24;22;15;18;37;32;27;37;5;4;4;6;5;2;5;4;4;2;4;2;4;6;4;6;4;2;4;2;4;4;6;2;5;4;5;4;1;4;4;2;5;6;4;5;6;6;6;3;2;3;4;1;4;3;4;4;4;4;2;5;4;4;4;6;6
82;Yes;Gryffindor;Gryffindor;27;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Slytherin;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;19;21;16;38;42;37;34;39;5;6;5;4;5;3;1;4;4;4;6;4;5;3;3;5;6;2;6;4;3;3;6;3;6;6;6;5;1;5;2;5;1;5;5;6;6;3;5;2;2;2;5;1;4;3;4;5;4;5;1;6;4;2;6;6;4
113;No;Hufflepuff;Hufflepuff;27;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Ravenclaw;Hufflepuff;Hufflepuff;Slytherin;21;19;13;25;44;37;38;45;4;6;4;5;6;3;5;5;4;4;6;4;4;6;5;5;5;4;6;1;4;4;5;4;6;5;6;1;2;3;5;5;5;5;6;4;6;4;5;5;3;6;3;1;5;1;5;4;4;5;4;6;4;3;6;5;5
194;Yes;Hufflepuff;Ravenclaw;27;Employed;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;37;32;21;45;42;48;40;47;5;5;6;6;5;4;2;5;5;2;6;5;4;5;2;5;6;5;6;3;3;2;5;5;5;5;6;4;5;5;2;5;1;4;5;6;4;3;5;1;5;3;4;5;4;5;4;6;5;5;5;6;4;2;5;6;5
200;No;Gryffindor;Hufflepuff;27;Student;Female;Others;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Gryffindor;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;25;15;11;17;44;37;36;43;5;4;4;4;6;2;4;5;3;4;6;2;4;4;2;6;5;2;6;3;3;4;6;4;6;5;6;1;1;4;4;5;2;5;4;5;6;5;5;4;1;3;2;2;5;4;6;4;4;2;5;6;4;4;6;5;4
220;No;Ravenclaw;Ravenclaw;27;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;25;23;22;27;35;31;15;42;5;5;3;3;3;3;4;6;5;3;5;3;4;4;2;5;6;1;3;2;4;6;5;4;5;5;5;4;4;6;3;5;1;3;2;5;3;4;6;1;3;3;4;1;5;2;3;5;4;3;2;6;3;4;4;6;4
235;Yes;Ravenclaw;Ravenclaw;27;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;28;27;22;43;41;33;28;38;5;5;6;5;5;4;2;3;4;3;6;4;4;5;2;5;4;3;5;4;3;4;5;5;5;5;6;5;3;4;2;6;2;4;5;6;6;4;6;2;3;3;4;1;4;4;4;4;5;3;2;4;3;2;5;6;3
274;No;Gryffindor;Ravenclaw;27;Employed;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Hufflepuff;Ravenclaw;Hufflepuff;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;27;19;16;29;41;34;32;46;4;6;6;6;6;3;3;5;6;3;4;3;6;6;2;4;4;2;3;4;4;4;4;5;4;6;4;2;3;4;2;5;5;4;5;5;6;4;4;2;2;2;3;2;5;2;4;5;6;4;4;5;4;3;4;4;4
277;No;Gryffindor;Hufflepuff;27;Employed;Female;Others;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;Slytherin;Ravenclaw;Hufflepuff;Gryffindor;Gryffindor;Gryffindor;Hufflepuff;Ravenclaw;30;29;22;39;38;34;37;35;3;4;6;4;4;3;3;3;3;5;5;4;4;4;2;6;5;2;5;4;3;3;5;4;3;4;5;5;5;5;4;4;2;5;3;5;4;4;5;2;3;3;5;2;3;5;4;6;3;3;3;3;3;3;5;5;4
279;Yes;Ravenclaw;Ravenclaw;27;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;26;17;12;20;34;33;35;45;6;4;4;5;5;2;4;5;4;4;4;2;4;5;2;6;3;1;3;2;3;4;5;2;4;4;4;2;1;5;2;3;1;4;2;5;5;4;6;2;1;2;4;1;5;3;4;2;4;2;5;5;4;3;4;5;5
285;No;Hufflepuff;Ravenclaw;27;Student;Female;Others;Gryffindor;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;25;24;26;47;42;38;21;41;6;6;6;5;6;6;6;6;6;6;5;2;3;6;1;6;6;1;6;3;5;2;6;6;5;6;5;6;5;5;1;3;3;6;2;5;5;5;5;3;2;3;6;2;5;6;1;3;6;3;2;5;1;2;6;6;6
305;No;Ravenclaw;Ravenclaw;27;Employed;Male;Germany;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;15;15;10;30;42;36;43;45;5;2;3;3;6;2;6;6;4;2;4;1;2;6;2;5;5;1;3;1;0;2;5;3;5;3;5;1;1;2;2;2;1;6;1;2;6;6;4;1;2;1;3;1;6;1;2;3;4;1;2;6;4;6;5;5;6
329;Yes;Hufflepuff;Hufflepuff;27;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Gryffindor;Ravenclaw;Hufflepuff;Gryffindor;Hufflepuff;Gryffindor;Slytherin;25;21;14;27;44;39;38;39;3;4;4;6;4;2;2;3;3;2;5;4;5;6;6;4;6;3;4;2;1;5;3;6;5;6;6;3;2;5;6;6;2;6;4;5;3;4;3;2;3;5;6;4;4;1;2;6;5;5;5;5;3;2;5;6;4
345;No;Ravenclaw;Ravenclaw;27;Employed;Male;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;33;25;20;32;41;37;37;41;6;5;6;5;4;3;5;4;5;6;6;5;5;6;5;5;5;5;6;3;0;4;5;5;5;4;6;4;3;2;5;4;1;5;3;4;5;5;5;2;3;5;5;1;3;3;4;5;5;4;5;5;5;4;5;6;5
350;No;Ravenclaw;Ravenclaw;27;Employed;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Gryffindor;Slytherin;19;24;15;35;43;42;35;48;5;2;4;5;6;4;4;6;4;4;5;2;4;5;4;5;5;2;5;2;6;5;5;5;5;4;5;2;4;4;3;5;3;5;2;5;6;4;5;2;4;3;4;1;6;3;4;4;3;2;4;5;4;4;4;5;5
391;Yes;Ravenclaw;Ravenclaw;27;Unemployed;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;29;29;13;38;43;35;42;45;4;4;4;4;4;3;2;4;6;4;4;4;5;5;5;4;4;4;4;3;3;2;6;6;5;6;5;4;6;3;3;3;2;4;4;3;3;3;4;2;3;2;3;2;3;3;3;3;6;3;2;4;4;4;4;4;4
513;Yes;Slytherin;Gryffindor;27;Employed;Female;Croatia;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;20;31;11;30;43;33;40;46;6;6;5;4;6;3;5;6;6;6;6;5;5;6;3;6;5;3;5;5;4;3;6;5;6;6;6;5;1;6;5;4;2;6;6;6;6;6;4;2;3;5;5;3;4;4;4;6;6;3;4;6;3;4;5;6;5
532;Yes;Ravenclaw;Slytherin;27;Student;Male;Croatia;Gryffindor;Ravenclaw;Gryffindor;Slytherin;Slytherin;Ravenclaw;Gryffindor;Slytherin;Slytherin;Gryffindor;Gryffindor;Slytherin;27;27;23;26;40;39;37;46;3;4;4;5;4;6;3;6;3;5;5;4;6;6;3;5;4;2;5;4;0;3;5;4;5;5;6;5;4;5;2;5;2;5;3;5;4;5;6;2;3;4;5;4;4;5;4;5;3;3;4;6;4;4;5;6;4
585;Yes;Gryffindor;Gryffindor;27;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Gryffindor;Slytherin;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Gryffindor;Slytherin;29;22;19;32;37;33;37;36;4;4;4;3;3;4;4;4;4;4;4;2;3;3;3;4;5;3;5;4;0;3;5;3;5;5;5;4;2;4;3;4;3;4;3;5;3;4;5;2;2;3;4;2;3;4;4;3;3;2;4;3;3;4;5;5;4
594;Yes;Ravenclaw;Ravenclaw;27;Employed;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;29;19;21;10;36;45;14;50;6;6;6;6;6;2;6;6;6;6;6;4;5;6;6;6;6;1;6;4;5;6;6;3;6;6;6;4;3;4;5;4;6;6;6;6;6;6;6;6;4;6;5;4;6;5;6;6;6;6;6;6;6;4;6;6;6
608;Yes;Ravenclaw;Ravenclaw;27;Unemployed;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;33;27;29;30;32;34;28;42;5;4;3;3;5;5;3;6;5;5;4;4;4;5;3;5;5;2;3;2;4;2;5;3;4;5;5;3;4;5;4;4;1;5;5;4;4;2;4;3;4;4;5;1;5;3;4;4;4;4;2;5;4;3;4;5;5
632;Yes;Hufflepuff;Ravenclaw;27;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;24;26;11;25;45;45;22;39;4;5;3;6;6;2;5;6;4;2;5;3;5;5;5;4;5;1;6;2;6;6;4;4;6;5;6;2;1;3;5;4;1;5;2;4;6;6;4;1;1;4;3;1;6;2;4;5;5;2;6;6;5;3;5;4;5
662;Yes;Slytherin;Slytherin;27;Unemployed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Ravenclaw;29;17;19;24;38;37;35;43;5;4;3;2;5;3;4;5;2;4;6;3;5;6;3;6;4;2;5;4;4;2;6;3;6;3;6;2;3;4;2;5;1;6;5;3;6;5;5;1;2;2;4;2;5;2;4;2;4;5;2;6;3;4;6;6;6
681;Yes;Ravenclaw;Hufflepuff;27;Employed;Male;Germany;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Slytherin;Gryffindor;Ravenclaw;Slytherin;Ravenclaw;Hufflepuff;Ravenclaw;Slytherin;24;14;17;16;38;36;31;38;4;5;4;6;5;2;4;6;4;4;6;1;6;6;5;6;5;2;5;1;0;5;4;2;5;5;6;2;1;6;5;4;2;5;4;4;5;5;6;4;2;4;4;2;6;2;5;6;4;4;5;6;4;4;6;6;6
710;Yes;Slytherin;Slytherin;27;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;34;17;17;17;40;35;23;40;5;6;6;4;4;3;4;4;5;5;6;2;5;5;5;6;6;2;5;4;2;5;6;4;6;6;6;5;3;4;2;5;3;6;5;6;6;5;5;4;2;4;5;1;3;4;4;4;5;6;5;5;5;4;4;6;4
727;Yes;Ravenclaw;Ravenclaw;27;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;33;30;23;38;46;27;21;49;6;6;6;3;6;4;3;4;5;2;4;2;3;5;1;6;5;1;4;4;2;2;6;5;4;5;4;2;2;5;1;3;1;4;5;6;5;3;3;3;4;3;4;1;4;4;3;5;6;5;3;6;2;1;3;6;6
755;Yes;Ravenclaw;Ravenclaw;27;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;26;28;13;39;43;40;28;42;6;5;5;5;5;5;4;3;4;4;5;3;4;6;3;5;5;2;4;3;2;2;5;4;5;5;5;5;2;4;3;6;1;6;2;5;6;4;4;1;1;3;6;1;2;5;6;5;4;2;3;6;3;2;5;5;5
770;Yes;Ravenclaw;Ravenclaw;27;Employed;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;32;29;20;32;37;44;36;37;5;5;4;2;3;5;2;3;5;3;6;4;5;4;5;6;6;2;4;5;3;2;6;4;6;5;5;3;2;4;5;6;2;4;4;5;4;5;5;2;4;5;3;4;5;4;5;5;5;4;2;5;3;3;5;6;3
813;No;Slytherin;Gryffindor;27;Employed;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Gryffindor;Slytherin;37;25;33;29;31;38;32;24;6;4;6;2;6;4;3;6;3;4;6;2;6;4;3;5;6;5;6;1;0;1;6;2;6;6;6;5;2;3;5;6;6;2;3;5;2;6;6;5;2;5;6;2;5;6;6;2;2;5;2;4;3;3;6;2;2
815;Yes;Gryffindor;Gryffindor;27;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;20;17;12;21;49;31;30;48;5;6;5;5;6;5;5;4;5;4;6;2;3;6;5;6;5;5;5;2;1;3;5;5;5;5;6;6;1;5;4;2;6;6;6;6;6;6;6;5;2;4;6;1;4;4;6;6;4;4;5;6;5;5;6;6;6
922;Yes;Gryffindor;Hufflepuff;27;Employed;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;34;22;20;36;43;32;15;35;3;6;6;6;3;4;2;4;6;4;5;4;6;6;5;3;4;2;6;4;3;6;4;5;6;5;6;3;3;3;5;3;3;5;3;6;4;4;5;2;1;3;4;1;3;2;6;6;6;3;6;6;2;5;5;4;6
940;Yes;Ravenclaw;Ravenclaw;27;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;28;24;17;18;37;37;30;38;6;5;5;5;6;2;2;6;4;5;5;2;5;5;3;5;3;2;4;3;6;4;6;3;5;6;5;4;1;5;3;4;3;6;4;5;5;5;4;4;1;1;5;2;6;5;5;4;5;3;4;5;5;4;5;5;5
955;Yes;Gryffindor;Gryffindor;27;Employed;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;23;23;16;20;32;35;26;42;5;3;3;2;4;4;2;3;4;3;4;3;4;4;3;5;5;2;5;4;3;2;5;4;4;5;5;2;4;3;2;5;2;4;4;4;4;3;4;2;3;3;4;2;3;2;4;5;5;3;2;4;2;3;5;5;3
959;Yes;Ravenclaw;Ravenclaw;27;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;32;20;23;23;32;35;28;47;6;4;4;4;5;2;4;6;4;4;4;2;6;5;3;6;4;1;4;3;4;2;6;3;4;6;5;2;1;4;3;3;1;5;3;5;6;4;5;1;1;3;4;1;5;4;3;3;4;3;1;6;4;4;3;6;5
33;No;Ravenclaw;Slytherin;28;Employed;Female;Germany;Gryffindor;Hufflepuff;Slytherin;Ravenclaw;Slytherin;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;Hufflepuff;Ravenclaw;Slytherin;32;37;26;47;44;34;45;46;6;4;6;4;3;5;4;6;5;6;6;6;5;5;1;6;4;4;6;4;2;1;6;5;6;5;6;6;3;4;1;6;2;5;3;6;2;3;6;1;2;1;6;2;3;4;2;5;2;1;1;1;1;2;4;6;4
36;Yes;Hufflepuff;Ravenclaw;28;Employed;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;17;17;15;22;38;37;34;37;3;6;5;6;4;4;5;3;5;4;5;2;3;4;6;6;3;1;4;2;1;6;4;5;5;6;5;3;2;5;5;2;1;4;3;4;3;5;6;1;1;5;3;1;3;4;4;4;6;3;6;5;4;2;5;6;5
46;No;Gryffindor;Gryffindor;28;Student;Female;Others;Gryffindor;Ravenclaw;Gryffindor;Slytherin;Hufflepuff;Ravenclaw;Ravenclaw;Slytherin;Ravenclaw;Hufflepuff;Gryffindor;Slytherin;22;24;17;32;44;36;37;43;6;5;4;4;5;2;5;5;2;3;5;3;5;6;3;6;5;2;5;3;5;2;6;2;5;5;5;4;2;5;4;4;2;5;5;4;6;5;5;2;2;3;2;1;5;2;5;1;2;4;2;6;2;5;5;5;5
80;Yes;Gryffindor;Hufflepuff;28;Student;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;23;16;21;27;43;36;32;38;6;6;4;4;6;3;6;5;4;6;6;1;4;6;4;6;5;3;6;2;3;3;6;3;6;4;6;4;2;5;2;3;2;6;4;6;6;5;6;4;2;3;5;1;4;4;6;4;4;4;6;6;4;5;6;6;6
102;No;Gryffindor;Ravenclaw;28;Employed;Male;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;30;32;24;30;31;32;27;45;5;4;3;3;5;5;3;5;3;2;6;4;4;5;2;6;6;5;6;4;0;3;6;6;4;4;6;3;4;3;4;3;2;3;3;4;4;2;5;4;3;3;4;2;4;2;3;5;5;4;2;3;4;4;6;4;4
111;No;Ravenclaw;Hufflepuff;28;Student;Female;Germany;Gryffindor;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Hufflepuff;Ravenclaw;Slytherin;32;27;15;25;46;34;23;40;4;5;4;5;5;3;3;5;5;4;5;4;4;5;6;6;6;3;5;5;5;6;4;4;5;5;5;3;3;4;4;5;3;5;4;5;4;5;5;4;3;4;3;4;5;4;5;5;6;4;5;4;5;5;5;6;4
135;Yes;Ravenclaw;Ravenclaw;28;Employed;Male;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;32;26;23;26;33;32;30;42;5;5;6;5;4;3;2;4;2;3;6;3;6;5;2;4;4;1;5;4;0;2;6;5;6;5;5;5;3;3;2;4;1;5;5;6;4;5;5;2;3;2;5;3;4;5;5;4;5;4;2;5;2;2;6;5;4
154;No;Hufflepuff;Hufflepuff;28;Student;Female;Germany;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;32;30;23;39;48;40;20;44;5;6;5;6;6;4;3;6;4;5;6;3;5;5;3;6;6;4;4;6;5;4;6;6;6;6;6;4;3;5;2;4;4;3;6;6;6;4;6;3;3;3;4;3;6;5;5;5;6;6;5;6;6;4;4;6;6
